raw_event_id,source_type,source_event_id,raw_title,raw_description,raw_content,event_date,source_url,source_metadata,discovered_at,is_processed,processing_attempted_at,processing_error,created_at,filter_keep
2a791784-56d8-4c4b-b30a-12cc52f23451,Perplexity,,Multiple Cyber Incidents Reported in Australia (January 2020),"The Office of the Australian Information Commissioner (OAIC) received numerous notifications of data breaches caused by cyber incidents, including phishing, malware, ransomware, brute-force attacks, and compromised or stolen credentials, during January 2020. These incidents affected various sectors and were primarily attributed to malicious actors exploiting human vulnerabilities such as phishing emails and password disclosure.","",,https://www.oaic.gov.au/privacy/notifiable-data-breaches/notifiable-data-breaches-publications/notifiable-data-breaches-report-januaryjune-2020,"{""event_type"": ""CyberEventType.RANSOMWARE"", ""severity"": ""EventSeverity.MEDIUM"", ""confidence"": 0.65, ""australian_relevance"": true, ""data_sources_count"": 1, ""publication_date"": null}",2025-09-28T12:11:28.664213,1,2025-09-28T12:16:21.674371,,28/09/2025 2:11,0
be2de156-20d6-45eb-9e6d-cd47cefe05e1,Perplexity,,OAIC Notifiable Data Breaches: January–June 2020,"The Office of the Australian Information Commissioner (OAIC) reported 518 notifiable data breaches in Australia between January and June 2020. Of these, 218 were attributed to malicious or criminal attacks, including incidents involving phishing, malware, ransomware, brute-force attacks, and compromised or stolen credentials. Many breaches exploited human vulnerabilities, such as phishing emails or password disclosure.","",,https://www.oaic.gov.au/privacy/notifiable-data-breaches/notifiable-data-breaches-publications/notifiable-data-breaches-report-januaryjune-2020,"{""event_type"": ""CyberEventType.RANSOMWARE"", ""severity"": ""EventSeverity.MEDIUM"", ""confidence"": 0.65, ""australian_relevance"": true, ""data_sources_count"": 2, ""publication_date"": null}",2025-09-28T12:11:28.847811,1,2025-09-28T12:16:21.760167,,28/09/2025 2:11,0
c3e388a0-bc54-4b7d-a67b-e3b42e073e91,Perplexity,,Toll Group Ransomware Attack,"In January 2020, Toll Group, a Melbourne-based logistics company, was hit by a ransomware attack attributed to the hacking group Nefilim. The attackers used Mailto ransomware to encrypt data and demanded a ransom for decryption. Toll Group refused to pay, and investigations revealed that 220GB of data, including information about past and present employees, was stolen.","MCAD Maritime Cyber Attack Database
Map List view Info Report
Toll Group hit by a ransomware attack in Melbourne, Australia
Year
2020
Month
January
Reference number
20200101
Impact area
Shore
Incident location
Melbourne
Incident country
Australia
Victim country
Australia
Victim identity
Toll Group
Victim Type
Shipping Company
Method
Ransomware
Summary:
In January 2020, Melbourne (Australia) based Toll Group experienced a ransomware attack on their corporate server by the hack group Nefilim. The hackers used Mailto ransomware to encrypt the stolen data and decode the files so that they are useless. The goal of the hackers was clearly financial gain. Investigations shows that a total of 220 Gigabytes of data was stolen from one specific server. The data contains information about past- and present Toll Group employees. The firm refused to “settle” with the group.
Reference URL
https://splash247.com/toll-group-shuts-down-several-systems-after-suspected-cyber-attack/
https://www.itnews.com.au/news/toll-group-suffers-second-ransomware-attack-this-year-547757
https://www.cybersecurity-insiders.com/australia-toll-group-suffers-nefilim-ransomware-attack/
https://www.odt.co.nz/star-news/star-national/courier-and-freight-firm-toll-group-targeted-cyber-attack
https://owlysec.com/cybercrime/netfilim-hackers-release-sensitive-data-of-indian-oil-firm
https://securityboulevard.com/2020/05/hackers-stole-220gb-of-data-in-toll-group-ransomware-attack/
",,https://maritimecybersecurity.nl/incident/PDJoRLemW4,"{""event_type"": ""CyberEventType.RANSOMWARE"", ""severity"": ""EventSeverity.MEDIUM"", ""confidence"": 0.65, ""australian_relevance"": true, ""data_sources_count"": 3, ""publication_date"": null}",2025-09-28T12:11:29.007930,1,2025-09-28T12:16:21.844346,,28/09/2025 2:11,1
ff16b5a1-d3c0-485a-b6a6-1132d061ca5c,Perplexity,,Australian Government Entities Targeted by Cyber Incidents (Jan 2020),"Between January and June 2020, Australian government entities were among those affected by a significant number of cyber incidents, including phishing, malware, ransomware, brute-force attacks, and compromised or stolen credentials. These incidents exploited vulnerabilities involving human factors, such as phishing emails and password disclosure.","",,https://www.oaic.gov.au/privacy/notifiable-data-breaches/notifiable-data-breaches-publications/notifiable-data-breaches-report-januaryjune-2020,"{""event_type"": ""CyberEventType.RANSOMWARE"", ""severity"": ""EventSeverity.MEDIUM"", ""confidence"": 0.65, ""australian_relevance"": true, ""data_sources_count"": 1, ""publication_date"": null}",2025-09-28T12:11:29.165113,1,2025-09-28T12:16:21.925880,,28/09/2025 2:11,0
18ba80c5-38cf-478b-ac3b-269123b3bebf,Perplexity,,Significant Increase in Cyber Attacks on Australian Healthcare Sector During Early 2020,"Between January 1 and January 31, 2020, the Australian healthcare sector experienced a notable rise in cyber security incidents, with a total of 166 incidents reported to the Australian Cyber Security Centre (ACSC) over the full year. The majority of these incidents involved compromised systems, with ransomware identified as the most significant threat. The attacks were financially motivated, targeting sensitive medical data and business-critical systems, and were exacerbated by the increased reliance on telehealth and internet-enabled services during the COVID-19 pandemic.",,,https://www.cyber.gov.au/sites/default/files/2023-03/2020%20Health%20Sector%20Snapshot%20-%2020210210.pdf,"{""event_type"": ""CyberEventType.DATA_BREACH"", ""severity"": ""EventSeverity.MEDIUM"", ""confidence"": 0.65, ""australian_relevance"": true, ""data_sources_count"": 2, ""publication_date"": null}",2025-09-28T12:11:29.331639,1,2025-09-28T12:16:22.019441,,28/09/2025 2:11,0
d90a1ac1-0104-49c8-8f72-e2ef86bd4371,WebberInsurance,,Perth Mint visitor data stolen after feedback survey company hacked,"National
WA
Cyber security
This was published
5
years
ago
Perth Mint visitor data stolen after feedback survey company hacked
By
Hannah Barry
January 31, 2020 — 3.11pm
Save
Log in
,
register
or
subscribe
to save articles for later.
Save articles for later
Add articles to your saved list and come back to them any time.
Got it
Normal text size
Larger text size
Very large text size
Advertisement
Perth Mint has been targeted by hackers for the second time in two years, this time resulting in a data breach that has compromised the details of more than 1000 visitors.
The stolen information included contact details of 1480 people who filled out feedback surveys at the West Australian government-owned mint's depository and included visitor names, email addresses, home addresses and telephone numbers.
The mint confirmed on Friday the survey information was stored by Perth market insights company Metrix Consulting and the contact details had been stolen when an employee of the company fell victim to a phishing scam.
Perth Mint.
""The breach occurred when a Metrix Consulting staff member was the subject of a phishing email scam which infiltrated the company’s IT system,"" Perth Mint acting chief executive Jane King said.
""We have acted quickly to notify our visitors whose information has been accessed and to apologise for any distress caused. We have also offered them identification support services.""
Metrix Consulting managing director Marquis Pohla said the firm would be building on ""already strong"" IT practices after becoming aware of the breach.
""Like the many companies that all too often now find themselves targeted by unscrupulous hackers, we have been angered by this data breach – the first we have ever experienced in ten years of operation,"" he said.
""An independent forensic investigation is now underway and we are working with the Perth Mint and various regulatory authorities to address any potential risks.
""At this stage, we have not identified any other client customer data as being impacted.
Advertisement
""We unreservedly apologise to the Perth Mint and its valued customers for any distress caused by this unfortunate incident.""
Both the mint and Metrix Consulting are investigating the incident and details of the breach were also passed on to WA Police.
The Office of the Australian Information Commissioner and the Australian Cyber Security Centre were also notified of the breach, and Ms King said Metrix and the mint would continue to work with relevant agencies to find the source of the phishing scam.
Ms King said anyone who believed they may be affected by the breach should contact the Perth Mint on 1800 098 817 or 9421 7218.
It is the second time Perth Mint has been involved in a serious data breach in two years,
after online gold trading customers who used the mint's online system in September 2018 had personal information, including addresses, bank account numbers, passport and drivers licence details, illegally accessed in a separate data breach.
The mint initially claimed the breach had only affected 13 customers, but it was later revealed up to 3200 people had likely been affected.
The mint also came under fire when it only notified customers three days after they became aware of the breach, but a spokesman later defended the decision to the
Australian Financial Review
and said it had only wanted to notify affected customers as soon as they had ""sufficient information about the extent of the breach"".
The mint made its debut on the New York Stock Exchange as the first exchange-traded fund with sovereign-backed gold in 2018.
With Brad Thompson
Save
Log in
,
register
or
subscribe
to save articles for later.
License this article
Cyber security
Perth
Hannah Barry
is a journalist for WAtoday.
Connect via
Twitter
or
email
.
Most Viewed in National
Loading
From our partners
Loading 3rd party ad content
Loading 3rd party ad content
Loading 3rd party ad content
Loading 3rd party ad content
Advertisement","NationalWACyber security
This was published 5 years ago
Perth Mint visitor data stolen after feedback survey company hacked
By
Hannah Barry
January 31, 2020 — 3.11pm
Save
Share
Normal text sizeLarger text sizeVery large text size
Perth Mint has been targeted by hackers for the second time in two years, this time resulting in a data breach that has compromised the details of more than 1000 visitors.
The stolen information included contact details of 1480 people who filled out feedback surveys at the West Australian government-owned mint's depository and included visitor names, email addresses, home addresses and telephone numbers.
The mint confirmed on Friday the survey information was stored by Perth market insights company Metrix Consulting and the contact details had been stolen when an employee of the company fell victim to a phishing scam.
Perth Mint.
""The breach occurred when a Metrix Consulting staff member was the subject of a phishing email scam which infiltrated the company’s IT system,"" Perth Mint acting chief executive Jane King said.
""We have acted quickly to notify our visitors whose information has been accessed and to apologise for any distress caused. We have also offered them identification support services.""
Metrix Consulting managing director Marquis Pohla said the firm would be building on ""already strong"" IT practices after becoming aware of the breach.
""Like the many companies that all too often now find themselves targeted by unscrupulous hackers, we have been angered by this data breach – the first we have ever experienced in ten years of operation,"" he said.
""An independent forensic investigation is now underway and we are working with the Perth Mint and various regulatory authorities to address any potential risks.
""At this stage, we have not identified any other client customer data as being impacted.
""We unreservedly apologise to the Perth Mint and its valued customers for any distress caused by this unfortunate incident.""
Both the mint and Metrix Consulting are investigating the incident and details of the breach were also passed on to WA Police.
The Office of the Australian Information Commissioner and the Australian Cyber Security Centre were also notified of the breach, and Ms King said Metrix and the mint would continue to work with relevant agencies to find the source of the phishing scam.
Ms King said anyone who believed they may be affected by the breach should contact the Perth Mint on 1800 098 817 or 9421 7218.
It is the second time Perth Mint has been involved in a serious data breach in two years, after online gold trading customers who used the mint's online system in September 2018 had personal information, including addresses, bank account numbers, passport and drivers licence details, illegally accessed in a separate data breach.
The mint initially claimed the breach had only affected 13 customers, but it was later revealed up to 3200 people had likely been affected.
The mint also came under fire when it only notified customers three days after they became aware of the breach, but a spokesman later defended the decision to the Australian Financial Reviewand said it had only wanted to notify affected customersas soon as they had ""sufficient information about the extent of the breach"".
The mint made its debut on the New York Stock Exchange as the first exchange-traded fund with sovereign-backed gold in 2018.
With Brad Thompson
Was this article easy to read and understand?
Save
Share
License this article
Cyber security
Perth
Hannah Barry is a journalist for WAtoday.Connect via Twitter or email.",,https://www.watoday.com.au/national/western-australia/perth-mint-visitor-data-stolen-after-feedback-survey-company-hacked-20200131-p53woy.html,"{""event_type"": ""CyberEventType.DATA_BREACH"", ""severity"": ""EventSeverity.MEDIUM"", ""confidence"": 0.85, ""australian_relevance"": true, ""data_sources_count"": 1, ""publication_date"": ""2020-01-15T00:00:00""}",2025-09-28T12:11:29.514256,1,2025-09-28T12:16:22.100969,,28/09/2025 2:11,1
80ae1853-7122-4b2a-b457-09c38afe4f86,WebberInsurance,,Lifehacker Disclaimer,"Lifehacker Disclaimer
LifeHacker Australia
Jan 02, 2005
All of the Gawker Media titles, including Lifehacker, are gossip sites. The sites publish both rumors and conjecture, in addition to accurately reported information. Information on the sites may contain errors or inaccuracies; the sites' proprietors do not make any warranty as to the correctness or reliability of the sites' content. Links to content on and quotation of material from other sites are not the responsibility of Gawker Media.
Email sent to any of the Gawker Media sites is considered our property. We will respect and protect anonymous sources as tipsters, but all correspondence is considered available for publication.
All Gawker Media sites are in compliance with the Digital Millennium Copyright Act. For more information on the legality of thumbnail usage of photographs, please download the 9th Circuit Court's ruling (
Kelly vs Arriba Soft Corp
, July 7th 2003) by
clicking here
(PDF file).
Latest
Strands
Today's NYT Strands Hints (and Answer) for Saturday, September 27, 2025
Jan 02, 2005
Tech
Headway Lifetime Access Is on Sale for A$72 Right Now
Jan 02, 2005
Connections
Today's NYT Connections Hints (and Answer) for Saturday, September 27, 2025
Jan 02, 2005","Lifehacker Disclaimer
LifeHacker Australia
Jan 02, 2005
All of the Gawker Media titles, including Lifehacker, are gossip sites. The sites publish both rumors and conjecture, in addition to accurately reported information. Information on the sites may contain errors or inaccuracies; the sites' proprietors do not make any warranty as to the correctness or reliability of the sites' content. Links to content on and quotation of material from other sites are not the responsibility of Gawker Media.
Email sent to any of the Gawker Media sites is considered our property. We will respect and protect anonymous sources as tipsters, but all correspondence is considered available for publication.
All Gawker Media sites are in compliance with the Digital Millennium Copyright Act. For more information on the legality of thumbnail usage of photographs, please download the 9th Circuit Court's ruling (Kelly vs Arriba Soft Corp, July 7th 2003) by clicking here (PDF file).
LATEST
STRANDS
Today's NYT Strands Hints (and Answer) for Saturday, September 27, 2025
Jan 02, 2005
TECH
Headway Lifetime Access Is on Sale for A$72 Right Now
Jan 02, 2005
CONNECTIONS
Today's NYT Connections Hints (and Answer) for Saturday, September 27, 2025
Jan 02, 2005",,https://www.lifehacker.com.au/2020/01/how-to-protect-yourself-in-microsofts-recent-data-breach/,"{""event_type"": ""CyberEventType.DATA_BREACH"", ""severity"": ""EventSeverity.MEDIUM"", ""confidence"": 0.85, ""australian_relevance"": true, ""data_sources_count"": 1, ""publication_date"": ""2020-01-15T00:00:00""}",2025-09-28T12:11:29.689505,1,2025-09-28T12:16:22.194047,,28/09/2025 2:11,1
887506cb-dd8f-4ab7-bdb0-02e888fbe619,WebberInsurance,,"The cybersecurity incident reported at the original URL concerned a **data breach involving a major adult webcam site, CAM4, in early 2020**. The breach exposed the personal details of thousands of cam models and users due to a misconfigured database.","The cybersecurity incident reported at the original URL concerned a **data breach involving a major adult webcam site, CAM4, in early 2020**. The breach exposed the personal details of thousands of cam models and users due to a misconfigured database.
CAM4, a popular adult live-streaming platform, suffered a significant data leak when a misconfigured Elasticsearch database was discovered exposed to the public internet in March 2020. Security researchers from SafetyDetectives found that the data...",,,https://micky.com.au/porn-site-data-breach-leaks-thousands-of-cam-models-personal-details/,"{""event_type"": ""CyberEventType.DATA_BREACH"", ""severity"": ""EventSeverity.MEDIUM"", ""confidence"": 0.85, ""australian_relevance"": true, ""data_sources_count"": 1, ""publication_date"": ""2020-01-15T00:00:00""}",2025-09-28T12:11:29.865318,1,2025-09-28T12:16:22.284881,,28/09/2025 2:11,1
a7f2409f-82b7-4fab-967a-c64ebfd6d8e3,WebberInsurance,,Exclusive: Australians involved in online pornography data breach,"Exclusive: Australians involved in online pornography data breach
By Fi Willan • Federal Politics Reporter
7:11am Jan 16, 2020
X
Facebook
Mail
A data leak from an international pornography website has exposed copies of passports, credit cards, birth certificates and other sensitive personal details of thousands of actors in the adult entertainment industry, according to cyber researchers.
9News understands more than 4000 people - including Australians - were affected.
The discovery was made by cyber security research team vpnMentor, which notified the company involved, Pussycash.com.
9News understands more than 4000 people - including Australians - were affected.
(Supplied)
The network promotes a number of adult websites, including webcam chatroom ImLive, which has 66 million registered users.
It lists Pornhub and BeNaughty among its major partners.
In
a report provided to 9News
, lead researchers Noam Rotem and Ran Locar claim they found at least 875,000 files on a US-based Amazon server, belonging to the network.
The files included videos, marketing materials, photographs, clips and screenshots of video chats and zip files.
There were also ""model biographies"" which included intimate details such as sexual preferences.
A copy of a US military identification card was also found.
""Within nearly every zip file our researchers discovered was everything necessary for a criminal to easily assume the identity of another,"" the report claims.
While there's no suggestion the data was accessed by cyber-criminals, the researchers say it could prove devastating if it fell into the wrong hands.
""Other risks to be considered are people impersonating these (actors) to scam others, blackmail and extortion, stalking, job loss and professional embarrassment,"" vpnMentor researcher Lisa Taylor said.
The incident has prompted a broader cyber safety warning to all internet users.
""Whether you work in the porn industry or not, we recommend to never send out unredacted scans or pictures of your passports, credit cards and any document with personal information,"" Ms Taylor said.
""This is what makes this breach so critical and dangerous for the people in it.""
A data leak from an international pornography website has exposed copies of passports, credit cards, birth certificates and other sensitive personal details of thousands of actors in the adult entertainment industry.
(Supplied)
In a statement to 9News, Pussycash.com said it promptly removed public access to the open folder after being alerted by vpnMentor.
""It must be emphasised that no information was leaked, with the exception of vpnMentor,"" the statement reads.
It claimed the folder was from 2013 and contained material from professional actors who appeared in adult advertisements for Pussycash.com but did not include details of any performers or members of any of its websites.
Continue reading
Online
World
security
national
Internet
data
CONTACT US
Send your stories to
contact@9news.com.au
Auto news:
Want to drive like Daniel Ricciardo? It'll cost you $5 million.","Exclusive: Australians involved in online pornography data breach
By Fi Willan • Federal Politics Reporter
7:11am Jan 16, 2020
X
Facebook
Mail
A data leak from an international pornography website has exposed copies of passports, credit cards, birth certificates and other sensitive personal details of thousands of actors in the adult entertainment industry, according to cyber researchers.
9News understands more than 4000 people - including Australians - were affected.
The discovery was made by cyber security research team vpnMentor, which notified the company involved, Pussycash.com.
9News understands more than 4000 people - including Australians - were affected. (Supplied)
The network promotes a number of adult websites, including webcam chatroom ImLive, which has 66 million registered users.
It lists Pornhub and BeNaughty among its major partners.
In a report provided to 9News, lead researchersNoam Rotem and Ran Locarclaim they found at least 875,000 files on a US-based Amazon server, belonging to the network.
The files included videos, marketing materials, photographs, clips and screenshots of video chats and zip files.
There were also ""model biographies"" which included intimate details such as sexual preferences.
A copy of a US military identification card was also found.
""Within nearly every zip file our researchers discovered was everything necessary for a criminal to easily assume the identity of another,"" the report claims.
While there's no suggestion the data was accessed by cyber-criminals, the researchers say it could prove devastating if it fell into the wrong hands.
""Other risks to be considered are people impersonating these (actors) to scam others, blackmail and extortion, stalking, job loss and professional embarrassment,"" vpnMentor researcher Lisa Taylor said.
The incident has prompted a broadercyber safety warning to all internet users.
""Whether you work in the porn industry or not, we recommend to never send out unredacted scans or pictures of your passports, credit cards and any document with personal information,"" Ms Taylor said.
""This is what makes this breach so critical and dangerous for the people in it.""
A data leak from an international pornography website has exposed copies of passports, credit cards, birth certificates and other sensitive personal details of thousands of actors in the adult entertainment industry. (Supplied)
In a statement to 9News,Pussycash.com said it promptly removed public access to the open folder after being alerted by vpnMentor.
""It must be emphasised that no information was leaked, with the exception of vpnMentor,"" the statement reads.
It claimed the folder was from 2013 and contained material from professional actors who appeared in adult advertisements for Pussycash.com but did not include details of any performers or members of any of its websites.
OnlineWorldSecurityNationalInternetData
CONTACT US
Send your stories to contact@9news.com.au
Auto news: Want to drive like Daniel Ricciardo? It'll cost you $5 million.",,https://www.9news.com.au/world/data-leak-exposes-sensitive-details-of-thousands-of-porn-actors/1194a3f7-f69e-407e-922e-305f810c1a80,"{""event_type"": ""CyberEventType.DATA_BREACH"", ""severity"": ""EventSeverity.MEDIUM"", ""confidence"": 0.85, ""australian_relevance"": true, ""data_sources_count"": 1, ""publication_date"": ""2020-01-15T00:00:00""}",2025-09-28T12:11:30.023355,1,2025-09-28T12:16:22.369415,,28/09/2025 2:11,1
f0e4e824-ec48-444b-bad4-30692de2c638,WebberInsurance,,WA's P&N Bank hit by data breach,"Home
News
Technology
Security
WA's P&N Bank hit by data breach
By
Justin Hendry
Jan 16 2020 11:15AM
""Non-sensitive"" data from CRM accessed.
Western Australia’s largest member owned bank, P&N Bank, has notified its customers of a data breach that exposed personal information from its customer relationship management system.
In an email to its approximately 96,000 members on Wednesday, P&N CEO Andrew Hadley said “non-sensitive” data had been accessed as a result of a cyber-attack last month.
Information contained in the CRM includes customer names and ages, residential addresses, email addresses, phone numbers, customer numbers, account numbers and account balances.
Formerly the Police & Nurses Credit Society, a significant proportion of P&N Bank members are, logically, police and nurses.
Hadley stressed that no customer passwords or credit card details had been compromised, as its core banking system was “completely isolated and separated from the impacted system”.
Other information such as driver’s licence numbers, passport numbers, social security numbers, tax file numbers, birthdays or health data was also not contained in the CRM.
P&N Bank is now working closely with the Western Australian Police Force (WAPOL) and relevant federal authorities to investigate the incident, which occurred during a server upgrade.
“The criminal activity took place around 12 December 2019, via an attack during a server upgrade, on a third party company that P&N Bank engages to provide hosting services,” Hadley said.
“Upon becoming aware of the attack, we immediately shut down the source of the vulnerability and have since been working closely with WAPOL, other federal authorities, our third-party IT provider involved, regulators and independent expert advisers to investigate and protect customers from any further risk.”
iTnews
has contacted P&N Bank for further comment.
Got a news tip for our journalists?
Share it with us anonymously here
.
Copyright  © iTnews.com.au
. All rights reserved.
Tags:
data breach
finance
financeit
privacy
security
Related Articles
Stealthy, persistent ""BRICKSTORM"" spying backdoor found in network infrastructure
UK police arrest man over hack that affected European airports
Researchers uncover polished ShadowV2 DDoS-as-a-service cloud botnet
US Secret Service seizes New York City SIM farm near UN
Join our WhatsApp Channel
Partner Content
Partner Content
Ransomware targets Australian SME false sense of security
Microsoft Copilot Partner Hub
Partner Content
Identity Is the New Boardroom Priority
Partner Content
Elastic's Open Source Strategy Drives Innovation and Expansion
Sponsored Whitepapers
Optus Enterprise Mobility
Life After VMware: Scale Securely with mCloud by Micron21
Cut Cloud Costs Without Compromise: Discover mCloud by Micron21
What 4 wholesale distribution challenges aren’t going away anytime soon?
State of the SOC: Building Resilience in a Shifting Threat Landscape
Events
Digital As Usual Cybersecurity Roadshow: Brisbane edition
Private AI vs Public AI: How your organisation can securely adopt AI without compromise and excessive cost
iTnews Benchmark Security Awards 2025
Digital Leadership Day Federal
Government Cyber Security Showcase Federal","Home News Technology Security
WA's P&N Bank hit by data breach
By Justin Hendry
Jan 16 2020 11:15AM
2 
""Non-sensitive"" data from CRM accessed.
Western Australia’s largest member owned bank, P&N Bank, has notified its customers of a data breach that exposed personal information from its customer relationship management system.
In an email to its approximately 96,000 members on Wednesday, P&N CEO Andrew Hadley said “non-sensitive” data had been accessed as a result of a cyber-attack last month.
Information contained in the CRM includes customer names and ages, residential addresses, email addresses, phone numbers, customer numbers, account numbers and account balances.
Formerly the Police & Nurses Credit Society, a significant proportion of P&N Bank members are, logically, police and nurses.
Hadley stressed that no customer passwords or credit card details had been compromised, as its core banking system was “completely isolated and separated from the impacted system”.
Other information such as driver’s licence numbers, passport numbers, social security numbers, tax file numbers, birthdays or health data was also not contained in the CRM.
P&N Bank is now working closely with the Western Australian Police Force (WAPOL) and relevant federal authorities to investigate the incident, which occurred during a server upgrade.
“The criminal activity took place around 12 December 2019, via an attack during a server upgrade, on a third party company that P&N Bank engages to provide hosting services,” Hadley said.
“Upon becoming aware of the attack, we immediately shut down the source of the vulnerability and have since been working closely with WAPOL, other federal authorities, our third-party IT provider involved, regulators and independent expert advisers to investigate and protect customers from any further risk.”
iTnews has contacted P&N Bank for further comment.
Got a news tip for our journalists? Share it with us anonymously here.
Copyright © iTnews.com.au . All rights reserved.
Tags: data breachfinancefinanceitprivacysecurity
RELATED ARTICLES
Stealthy, persistent ""BRICKSTORM"" spying backdoor found in network infrastructure
UK police arrest man over hack that affected European airports
Researchers uncover polished ShadowV2 DDoS-as-a-service cloud botnet
US Secret Service seizes New York City SIM farm near UN
Join our WhatsApp Channel
PARTNER CONTENT
PARTNER CONTENT
Identity Is the New Boardroom Priority
PARTNER CONTENT
Elastic's Open Source Strategy Drives Innovation and Expansion
PARTNER CONTENT
Machine identity a key priority for organisations’ security strategies: CyberArk
PARTNER CONTENT
Logicalis APAC CIO Report: The CIO’s 2025 Mandate
EVENTS
Digital As Usual Cybersecurity Roadshow: Brisbane edition
Private AI vs Public AI: How your organisation can securely adopt AI without compromise and excessive cost
iTnews Benchmark Security Awards 2025
Digital Leadership Day Federal
Government Cyber Security Showcase Federal",,https://www.itnews.com.au/news/was-pn-bank-hit-by-data-breach-536564,"{""event_type"": ""CyberEventType.DATA_BREACH"", ""severity"": ""EventSeverity.MEDIUM"", ""confidence"": 0.85, ""australian_relevance"": true, ""data_sources_count"": 1, ""publication_date"": ""2020-01-15T00:00:00""}",2025-09-28T12:11:30.181943,1,2025-09-28T12:16:22.459940,,28/09/2025 2:11,1
